ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;iata_code;local_code;coordinates1;coordinates2
LDSB;medium_airport;Bol Airport;1776;EU;HR;HR-17;BraÄ Island;LDSB;BWK;;16,67970085;43,28570175
LDSP;medium_airport;Split Airport;79;EU;HR;HR-17;Split;LDSP;SPU;;16,29800034;43,53889847
LDZA;large_airport;Zagreb Airport;353;EU;HR;HR-21;Zagreb;LDZA;ZAG;;16,06879997;45,74290085
LDZD;medium_airport;Zadar Airport;289;EU;HR;HR-13;Zemunik (Zadar);LDZD;ZAD;;15,3467;44,108299
LEAB;medium_airport;Albacete-Los Llanos Airport;2302;EU;ES;ES-CM;Albacete;LEAB;ABC;;-1,863520026;38,94850159
LEAL;large_airport;Alicante International Airport;142;EU;ES;ES-V;Alicante;LEAL;ALC;;-0,558156013;38,28219986
LEAM;medium_airport;AlmerÃ­a International Airport;70;EU;ES;ES-AN;AlmerÃ­a;LEAM;LEI;;-2,370100021;36,84389877
LEAS;medium_airport;Asturias Airport;416;EU;ES;ES-O;RanÃ³n;LEAS;OVD;;-6,034619808;43,56359863
LEBA;medium_airport;CÃ³rdoba Airport;297;EU;ES;ES-AN;CÃ³rdoba;LEBA;ODB;;-4,848879814;37,84199905
LEBB;medium_airport;Bilbao Airport;138;EU;ES;ES-PV;Bilbao;LEBB;BIO;;-2,910609961;43,30110168
LEBG;medium_airport;Burgos Airport;2945;EU;ES;ES-CL;Burgos;LEBG;RGS;;-3,62076;42,357601
LEBL;large_airport;Barcelona International Airport;12;EU;ES;ES-CT;Barcelona;LEBL;BCN;;2,07846;41,2971
LEBZ;medium_airport;Badajoz Airport;609;EU;ES;ES-EX;Badajoz;LEBZ;BJZ;;-6,82133007;38,8913002
LECH;medium_airport;CastellÃ³n-Costa Azahar Airport;1145;EU;ES;ES-CS;CastellÃ³n de la Plana;LECH;CDT;;0,073333;40,213889
LECO;medium_airport;A CoruÃ±a Airport;326;EU;ES;ES-GA;Culleredo;LECO;LCG;;-8,37726;43,302101
LECU;medium_airport;Cuatro Vientos Airport;2269;EU;ES;ES-M;Madrid;LECU;ECV;;-3,78514;40,370701
LEDA;medium_airport;Lleida-Alguaire Airport;1152;EU;ES;ES-CT;Lleida;LEDA;ILD;;0,535023;41,728185
LEGA;medium_airport;Armilla Air Base;2297;EU;ES;ES-AN;Armilla;LEGA;;;-3,63568997;37,1332016
LEGE;medium_airport;Girona Airport;468;EU;ES;ES-GE;Girona;LEGE;GRO;;2,760550022;41,90100098
LEGR;medium_airport;Federico Garcia Lorca Airport;1860;EU;ES;ES-AN;Granada;LEGR;GRX;;-3,777359962;37,18870163
LEGT;medium_airport;Getafe Air Base;2031;EU;ES;ES-M;Getafe;LEGT;;;-3,723829985;40,29410172
LEIB;medium_airport;Ibiza Airport;24;EU;ES;ES-PM;Ibiza;LEIB;IBZ;;1,37311995;38,8728981
LEJR;medium_airport;Jerez Airport;93;EU;ES;ES-AN;Jerez de la Forntera;LEJR;XRY;;-6,060110092;36,74459839
LELC;medium_airport;San Javier Airport;11;EU;ES;ES-MU;San Javier;LELC;MJV;;-0,812389016;37,77500153
LELN;medium_airport;Leon Airport;3006;EU;ES;ES-CL;LeÃ³n;LELN;LEN;;-5,655560017;42,5890007
LEMD;large_airport;Adolfo SuÃ¡rez MadridâBarajas Airport;1998;EU;ES;ES-M;Madrid;LEMD;MAD;;-3,56264;40,471926
LEMG;large_airport;MÃ¡laga Airport;53;EU;ES;ES-AN;MÃ¡laga;LEMG;AGP;;-4,499110222;36,67490005
LEMH;medium_airport;Menorca Airport;302;EU;ES;ES-PM;Menorca Island;LEMH;MAH;;4,218649864;39,86259842
LEMO;medium_airport;Moron Air Base;285;EU;ES;ES-AN;MorÃ³n;LEMO;OZP;;-5,615940094;37,17490005
LEPA;large_airport;Palma De Mallorca Airport;27;EU;ES;ES-PM;Palma De Mallorca;LEPA;PMI;;2,738810062;39,55170059
LEPP;medium_airport;Pamplona Airport;1504;EU;ES;ES-NA;Pamplona;LEPP;PNA;;-1,646329999;42,77000046
LERI;medium_airport;Alcantarilla Air Base;250;EU;ES;ES-MU;Alcantarilla;LERI;;;-1,23032;37,951099
LERS;medium_airport;Reus Air Base;233;EU;ES;ES-CT;Reus;LERS;REU;;1,167170048;41,1473999
LERT;medium_airport;Rota Naval Station Airport;86;EU;ES;ES-AN;Rota;LERT;ROZ;;-6,349460125;36,64519882
LESA;medium_airport;Salamanca Airport;2595;EU;ES;ES-CL;Salamanca;LESA;SLM;;-5,501989841;40,95209885
LESO;medium_airport;San Sebastian Airport;16;EU;ES;ES-PV;Hondarribia;LESO;EAS;;-1,790609956;43,35649872
LEST;large_airport;Santiago de Compostela Airport;1213;EU;ES;ES-GA;Santiago de Compostela;LEST;SCQ;;-8,415140152;42,89630127
LETL;medium_airport;Teruel Airport;3380;EU;ES;ES-AR;Teruel;LETL;TEV;;-1,2183;40,403
LETO;medium_airport;TorrejÃ³n Airport;2026;EU;ES;ES-M;Madrid;LETO;TOJ;;-3,445869923;40,49670029
LEVC;medium_airport;Valencia Airport;240;EU;ES;ES-V;Valencia;LEVC;VLC;;-0,481625;39,4893
LEVD;medium_airport;Valladolid Airport;2776;EU;ES;ES-CL;Valladolid;LEVD;VLL;;-4,851940155;41,70610046
LEVT;medium_airport;Vitoria/Foronda Airport;1682;EU;ES;ES-PV;Alava;LEVT;VIT;;-2,7244699;42,88280106
LEVX;medium_airport;Vigo Airport;856;EU;ES;ES-GA;Vigo;LEVX;VGO;;-8,62677002;42,23180008
LEXJ;medium_airport;Santander Airport;16;EU;ES;ES-S;Santander;LEXJ;SDR;;-3,820009947;43,42710114
LEZG;medium_airport;Zaragoza Air Base;863;EU;ES;ES-AR;Zaragoza;LEZG;ZAZ;;-1,04155004;41,66619873
LEZL;medium_airport;Sevilla Airport;112;EU;ES;ES-AN;Sevilla;LEZL;SVQ;;-5,893109798;37,41799927
LFAC;medium_airport;Calais-Dunkerque Airport;12;EU;FR;FR-HDF;Calais/Dunkerque;LFAC;CQF;;1,954759955;50,96210098
LFAG;medium_airport;AÃ©rodrome de PÃ©ronne Saint-Quentin;295;EU;FR;FR-HDF;PÃ©ronne/Saint-Quentin;LFAG;;;3,02958;49,8685
LFAT;medium_airport;Le Touquet-CÃ´te d'Opale Airport;36;EU;FR;FR-HDF;Le Touquet-Paris-Plage;LFAT;LTQ;;1,620589972;50,51739883
LFAV;medium_airport;Valenciennes-Denain Airport;165;EU;FR;FR-HDF;Valenciennes/Denain;LFAV;XVS;;3,46126;50,325802
LFAY;medium_airport;AÃ©rodrome d'Amiens-Glisy;208;EU;FR;FR-HDF;Amiens/Glisy;LFAY;;;2,387074;49,873004
LFBA;medium_airport;Agen-La Garenne Airport;204;EU;FR;FR-NAQ;Agen/La Garenne;LFBA;AGF;;0,590556026;44,17470169
LFBC;medium_airport;Cazaux (BA 120) Air Base;84;EU;FR;FR-NAQ;Cazaux (La Teste-de-Buch);LFBC;;;-1,125;44,53329849
LFBD;large_airport;Bordeaux-MÃ©rignac Airport;162;EU;FR;FR-NAQ;Bordeaux/MÃ©rignac;LFBD;BOD;;-0,715556026;44,82830048
LFBE;medium_airport;Bergerac-RoumaniÃ¨re Airport;171;EU;FR;FR-NAQ;Bergerac/RoumaniÃ¨re;LFBE;EGC;;0,518611014;44,82529831
LFBF;medium_airport;Toulouse-Francazal (BA 101) Air Base;535;EU;FR;FR-OCC;Toulouse/Francazal;LFBF;;;1,367499948;43,54560089
LFBG;medium_airport;Cognac-ChÃ¢teaubernard (BA 709) Air Base;102;EU;FR;FR-NAQ;Cognac/ChÃ¢teaubernard;LFBG;CNG;;-0,317499995;45,65829849
LFBH;medium_airport;La Rochelle-Ãle de RÃ© Airport;74;EU;FR;FR-NAQ;La Rochelle/Ãle de RÃ©;LFBH;LRH;;-1,195279956;46,17919922
LFBI;medium_airport;Poitiers-Biard Airport;423;EU;FR;FR-NAQ;Poitiers/Biard;LFBI;PIS;;0,306665987;46,58769989
LFBK;medium_airport;MontluÃ§on-GuÃ©ret Airport;1497;EU;FR;FR-NAQ;MontluÃ§on/GuÃ©ret;LFBK;MCU;;2,363960028;46,22259903
LFBL;medium_airport;Limoges Airport;1300;EU;FR;FR-NAQ;Limoges/Bellegarde;LFBL;LIG;;1,179440022;45,8628006
LFBM;medium_airport;Mont-de-Marsan (BA 118) Air Base;203;EU;FR;FR-NAQ;Mont-de-Marsan;LFBM;;;-0,5075;43,911701
LFBN;medium_airport;Niort-SouchÃ© Airport;203;EU;FR;FR-NAQ;Niort/SouchÃ©;LFBN;NIT;;-0,394529;46,313477
LFBO;large_airport;Toulouse-Blagnac Airport;499;EU;FR;FR-OCC;Toulouse/Blagnac;LFBO;TLS;;1,36382;43,629101
LFBP;medium_airport;Pau PyrÃ©nÃ©es Airport;616;EU;FR;FR-NAQ;Pau/PyrÃ©nÃ©es (Uzein);LFBP;PUF;;-0,41861099;43,38000107
LFBT;medium_airport;Tarbes-Lourdes-PyrÃ©nÃ©es Airport;1260;EU;FR;FR-OCC;Tarbes/Lourdes/PyrÃ©nÃ©es;LFBT;LDE;;-0,006439;43,17869949
LFBU;medium_airport;AngoulÃªme-Brie-Champniers Airport;436;EU;FR;FR-NAQ;AngoulÃªme/Brie/Champniers;LFBU;ANG;;0,221456006;45,72919846
LFBX;medium_airport;PÃ©rigueux-Bassillac Airport;328;EU;FR;FR-NAQ;PÃ©rigueux/Bassillac;LFBX;PGX;;0,81555599;45,19810104
LFBZ;medium_airport;Biarritz-Anglet-Bayonne Airport;245;EU;FR;FR-NAQ;Biarritz/Anglet/Bayonne;LFBZ;BIQ;;-1,5311111;43,4683333
LFCC;medium_airport;Cahors-Lalbenque Airport;912;EU;FR;FR-OCC;Cahors/Lalbenque;LFCC;ZAO;;1,475280046;44,35139847
LFCG;medium_airport;AÃ©rodrome de Saint-Girons - Antichan;1368;EU;FR;FR-OCC;Saint-Girons/Antichan;LFCG;;;1,10315;43,007801
LFCH;medium_airport;Arcachon-La Teste-de-Buch Airport;52;EU;FR;FR-NAQ;Arcachon/La Teste-de-Buch;LFCH;;;-1,11083;44,596401
LFCI;medium_airport;Albi-Le SÃ©questre Airport;564;EU;FR;FR-OCC;Albi/Le SÃ©questre;LFCI;LBI;;2,113059998;43,91389847
LFCK;medium_airport;Castres-Mazamet Airport;788;EU;FR;FR-OCC;Castres/Mazamet;LFCK;DCM;;2,28918004;43,55630112
LFCR;medium_airport;Rodez-Marcillac Airport;1910;EU;FR;FR-OCC;Rodez/Marcillac;LFCR;RDZ;;2,482670069;44,40790176
LFCY;medium_airport;Royan-MÃ©dis Airport;72;EU;FR;FR-NAQ;Royan/MÃ©dis;LFCY;RYN;;-0,972500026;45,62810135
LFDH;medium_airport;Auch-Lamothe Airport;411;EU;FR;FR-OCC;Auch/Lamothe;LFDH;;;0,601667;43,687801
LFDI;medium_airport;Libourne-Artigues-de-Lussac Airport;157;EU;FR;FR-NAQ;Libourne/Artigues-de-Lussac;LFDI;;;-0,134722;44,982498
LFDN;medium_airport;Rochefort-Saint-Agnant (BA 721) Airport;60;EU;FR;FR-NAQ;Rochefort/Saint-Agnant;LFDN;RCO;;-0,983056009;45,88779831
LFEY;medium_airport;Ãle d'Yeu Airport;79;EU;FR;FR-PDL;Ãle d'Yeu;LFEY;IDY;;-2,391109943;46,71860123
LFGA;medium_airport;Colmar-Houssen Airport;628;EU;FR;FR-GES;Colmar/Houssen;LFGA;CMR;;7,35901022;48,10990143
LFGJ;medium_airport;Dole-Tavaux Airport;645;EU;FR;FR-BFC;Dole/Tavaux;LFGJ;DLE;;5,435063;47,042686
LFGW;medium_airport;Verdun-Le Rozelier Airfield;1230;EU;FR;FR-GES;Verdun;LFGW;;;5,46905;49,122398
LFHO;medium_airport;Aubenas-ArdÃ¨che MÃ©ridional Airport;923;EU;FR;FR-ARA;Aubenas/ArdÃ¨che MÃ©ridional;LFHO;OBS;;4,372192;44,544203
LFHP;medium_airport;Le Puy-Loudes Airport;2731;EU;FR;FR-ARA;Le Puy/Loudes;LFHP;LPY;;3,7628901;45,08069992
LFJL;medium_airport;Metz-Nancy-Lorraine Airport;870;EU;FR;FR-GES;Metz / Nancy;LFJL;ETZ;;6,251319885;48,98210144
LFJR;medium_airport;Angers-Loire Airport;194;EU;FR;FR-PDL;Angers/MarcÃ©;LFJR;ANE;;-0,312222;47,560299
LFKB;medium_airport;Bastia-Poretta Airport;26;EU;FR;FR-COR;Bastia/Poretta;LFKB;BIA;;9,483730316;42,55270004
LFKC;medium_airport;Calvi-Sainte-Catherine Airport;209;EU;FR;FR-COR;Calvi/Sainte-Catherine;LFKC;CLY;;8,7930556;42,5244444
LFKF;medium_airport;Figari Sud-Corse Airport;87;EU;FR;FR-COR;Figari Sud-Corse;LFKF;FSC;;9,097780228;41,50059891
LFKJ;medium_airport;Ajaccio-NapolÃ©on Bonaparte Airport;18;EU;FR;FR-COR;Ajaccio/NapolÃ©on Bonaparte;LFKJ;AJA;;8,802920341;41,92359924
LFKS;medium_airport;Solenzara (BA 126) Air Base;28;EU;FR;FR-COR;Solenzara;LFKS;SOZ;;9,406000137;41,92440033
LFLA;medium_airport;Auxerre-Branches Airport;523;EU;FR;FR-BFC;Auxerre/Branches;LFLA;AUF;;3,49710989;47,85020065
LFLB;medium_airport;ChambÃ©ry-Savoie Airport;779;EU;FR;FR-ARA;ChambÃ©ry/Aix-les-Bains;LFLB;CMF;;5,88022995;45,63809967
LFLC;medium_airport;Clermont-Ferrand Auvergne Airport;1090;EU;FR;FR-ARA;Clermont-Ferrand/Auvergne;LFLC;CFE;;3,169169903;45,7867012
LFLD;medium_airport;Bourges Airport;529;EU;FR;FR-CVL;Bourges;LFLD;BOU;;2,370280027;47,05810165
LFLH;medium_airport;Chalon-Champforgeuil Airport;623;EU;FR;FR-BFC;Chalon/Champforgueil;LFLH;;;4,817629814;46,8260994
LFLI;medium_airport;Annemasse Airport;1620;EU;FR;FR-ARA;Annemasse;LFLI;QNJ;;6,268390179;46,19200134
LFLL;large_airport;Lyon Saint-ExupÃ©ry Airport;821;EU;FR;FR-ARA;Lyon;LFLL;LYS;;5,081111;45,725556
LFLM;medium_airport;AÃ©rodrome de MÃ¢con-Charnay;728;EU;FR;FR-BFC;MÃ¢con/Charnay;LFLM;;;4,79577;46,295101
LFLN;medium_airport;Saint-Yan Airport;796;EU;FR;FR-BFC;Saint-Yan;LFLN;SYT;;4,013259888;46,41249847
LFLO;medium_airport;Roanne-Renaison Airport;1106;EU;FR;FR-ARA;Roanne/Renaison;LFLO;RNE;;4,00138998;46,05830002
LFLP;medium_airport;Annecy-Haute-Savoie-Mont Blanc Airport;1521;EU;FR;FR-ARA;Annecy/Meythet;LFLP;NCY;;6,1063889;45,9308333
LFLS;medium_airport;Grenoble-IsÃ¨re Airport;1302;EU;FR;FR-U-A;Saint-Ãtienne-de-Saint-Geoirs;LFLS;GNB;;5,32937;45,3629
LFLU;medium_airport;Valence-Chabeuil Airport;525;EU;FR;FR-ARA;Valence/Chabeuil;LFLU;VAF;;4,9699;44,9216
LFLV;medium_airport;Vichy-Charmeil Airport;817;EU;FR;FR-ARA;Vichy/Charmeil;LFLV;VHY;;3,403739929;46,16970062
LFLW;medium_airport;Aurillac Airport;2096;EU;FR;FR-ARA;Aurillac;LFLW;AUR;;2,421940088;44,89139938
LFLX;medium_airport;"ChÃ¢teauroux-DÃ©ols ""Marcel Dassault"" Airport";529;EU;FR;FR-CVL;ChÃ¢teauroux/DÃ©ols;LFLX;CHR;;1,721111;46,860278
LFLY;medium_airport;Lyon-Bron Airport;659;EU;FR;FR-ARA;Lyon/Bron;LFLY;LYN;;4,944270134;45,72719955
LFMC;medium_airport;Le Luc-Le Cannet Airport;265;EU;FR;FR-PAC;Le Luc/Le Cannet;LFMC;;;6,387139797;43,38470078
LFMD;medium_airport;Cannes-Mandelieu Airport;13;EU;FR;FR-PAC;Cannes/Mandelieu;LFMD;CEQ;;6,95348;43,542
LFMH;medium_airport;Saint-Ãtienne-BouthÃ©on Airport;1325;EU;FR;FR-ARA;Saint-Ãtienne/BouthÃ©on;LFMH;EBU;;4,296390057;45,54059982
LFMI;medium_airport;Istres Le TubÃ© Air Base;82;EU;FR;FR-PAC;Istres/Le TubÃ©;LFMI;;;4,92384;43,522701
LFMK;medium_airport;Carcassonne Airport;433;EU;FR;FR-OCC;Carcassonne/Salvaza;LFMK;CCF;;2,306319952;43,2159996
LFML;large_airport;Marseille Provence Airport;74;EU;FR;FR-PAC;Marseille;LFML;MRS;;5,221424103;43,43927192
LFMN;large_airport;Nice-CÃ´te d'Azur Airport;12;EU;FR;FR-PAC;Nice;LFMN;NCE;;7,215869904;43,65840149
LFMO;medium_airport;Orange-Caritat (BA 115) Air Base;197;EU;FR;FR-PAC;Orange/Caritat;LFMO;XOG;;4,8667202;44,14049911
LFMP;medium_airport;Perpignan-Rivesaltes (LlabanÃ¨re) Airport;144;EU;FR;FR-OCC;Perpignan/Rivesaltes;LFMP;PGF;;2,87067008;42,74039841
LFMQ;medium_airport;Le Castellet Airport;1391;EU;FR;FR-PAC;Le Castellet;LFMQ;CTT;;5,785190105;43,25249863
LFMS;medium_airport;AÃ©rodrome d'AlÃ¨s CÃ©vennes;668;EU;FR;FR-OCC;AlÃ¨s/Deaux;LFMS;;;4,14212;44,069698
LFMT;medium_airport;Montpellier-MÃ©diterranÃ©e Airport;17;EU;FR;FR-OCC;Montpellier/MÃ©diterranÃ©e;LFMT;MPL;;3,963010073;43,57619858
LFMU;medium_airport;BÃ©ziers-Vias Airport;56;EU;FR;FR-OCC;BÃ©ziers/Vias;LFMU;BZR;;3,353899956;43,32350159
LFMV;medium_airport;Avignon-Caumont Airport;124;EU;FR;FR-PAC;Avignon/Caumont;LFMV;AVN;;4,901830196;43,90729904
LFMY;medium_airport;Salon-de-Provence (BA 701) Air Base;195;EU;FR;FR-PAC;Salon;LFMY;;;5,109250069;43,60639954
LFNB;medium_airport;Mende-Brenoux Airfield;3362;EU;FR;FR-OCC;Mende/BrÃ©noux;LFNB;MEN;;3,53282;44,502102
LFOA;large_airport;Avord (BA 702) Air Base;580;EU;FR;FR-CVL;Avord;LFOA;;;2,6325;47,053299
LFOB;medium_airport;Paris Beauvais TillÃ© Airport;359;EU;FR;FR-HDF;Beauvais/TillÃ©;LFOB;BVA;;2,112780094;49,45439911
LFOC;medium_airport;ChÃ¢teaudun (BA 279) Air Base;433;EU;FR;FR-CVL;ChÃ¢teaudun;LFOC;;;1,37662;48,058102
LFOE;medium_airport;Ãvreux-Fauville (BA 105) Air Base;464;EU;FR;FR-NOR;Ãvreux/Fauville;LFOE;EVX;;1,219859958;49,02870178
LFOH;medium_airport;Le Havre Octeville Airport;313;EU;FR;FR-NOR;Le Havre/Octeville;LFOH;LEH;;0,088055998;49,53390121
LFOI;medium_airport;Abbeville;220;EU;FR;FR-HDF;Abbeville;LFOI;;;1,831891;50,143501
LFOJ;medium_airport;OrlÃ©ans-Bricy (BA 123) Air Base;412;EU;FR;FR-CVL;OrlÃ©ans/Bricy;LFOJ;ORE;;1,760560036;47,9878006
LFOK;medium_airport;ChÃ¢lons-Vatry Airport;587;EU;FR;FR-GES;Vatry;LFOK;XCR;;4,206111111;48,77333333
LFOP;medium_airport;Rouen Airport;512;EU;FR;FR-NOR;Rouen/VallÃ©e de Seine;LFOP;URO;;1,174800038;49,38420105
LFOT;medium_airport;Tours-Val-de-Loire Airport;357;EU;FR;FR-CVL;Tours/Val de Loire (Loire Valley);LFOT;TUF;;0,727605999;47,43220139
LFOU;medium_airport;Cholet Le Pontreau Airport;443;EU;FR;FR-PDL;Cholet/Le Pontreau;LFOU;CET;;-0,87706399;47,08209991
LFOV;medium_airport;Laval-Entrammes Airport;330;EU;FR;FR-PDL;Laval/Entrammes;LFOV;LVA;;-0,742986023;48,03139877
LFPB;medium_airport;Paris-Le Bourget Airport;218;EU;FR;FR-IDF;Paris;LFPB;LBG;;2,441390038;48,9693985
LFPC;medium_airport;Creil Air Base;291;EU;FR;FR-HDF;Creil;LFPC;CSF;;2,519140005;49,25350189
LFPG;large_airport;Charles de Gaulle International Airport;392;EU;FR;FR-IDF;Paris;LFPG;CDG;;2,55;49,012798
LFPM;medium_airport;Melun-Villaroche Air Base;302;EU;FR;FR-IDF;Melun/Villaroche;LFPM;;;2,671119928;48,60469818
LFPN;medium_airport;Toussus-le-Noble Airport;538;EU;FR;FR-IDF;Toussus-le-Noble;LFPN;TNF;;2,106189966;48,75189972
LFPO;large_airport;Paris-Orly Airport;291;EU;FR;FR-IDF;Paris;LFPO;ORY;;2,3794444;48,7233333
LFPT;medium_airport;AÃ©rodrome de Pontoise - Cormeilles en Vexin;325;EU;FR;FR-IDF;Cormeilles-en-Vexin;LFPT;POX;;2,040833;49,096667
LFPV;medium_airport;Villacoublay-VÃ©lizy (BA 107) Air Base;584;EU;FR;FR-IDF;Villacoublay/VÃ©lizy;LFPV;VIY;;2,1916667;48,7741667
LFQB;medium_airport;Troyes-Barberey Airport;388;EU;FR;FR-GES;Troyes/Barberey;LFQB;;;4,0167;48,322102
LFQE;medium_airport;Ãtain-Rouvres Air Base;770;EU;FR;FR-GES;Ãtain/Rouvres;LFQE;;;5,67222023;49,22689819
LFQG;medium_airport;Nevers-Fourchambault Airport;602;EU;FR;FR-BFC;Nevers/Fourchambault;LFQG;NVS;;3,113329887;47,00260162
LFQJ;medium_airport;Maubeuge-Ãlesmes Airport;452;EU;FR;FR-HDF;Maubeuge/Ãlesmes;LFQJ;XME;;4,033120155;50,3105011
LFQP;medium_airport;Phalsbourg-Bourscheid Air Base;1017;EU;FR;FR-GES;Phalsbourg/Bourscheid;LFQP;;;7,205;48,7680556
LFQQ;medium_airport;Lille-Lesquin Airport;157;EU;FR;FR-HDF;Lille/Lesquin;LFQQ;LIL;;3,086886;50,563332
LFQT;medium_airport;Merville-Calonne Airport;61;EU;FR;FR-HDF;Merville/Calonne;LFQT;HZB;;2,642240047;50,61840057
LFQV;medium_airport;Charleville-MÃ©ziÃ¨res Airport;492;EU;FR;FR-GES;Charleville-MÃ©ziÃ¨res;LFQV;XCZ;;4,647079945;49,78390121
LFQW;medium_airport;AÃ©rodrome de Vesoul-Frotey;1249;EU;FR;FR-BFC;Vesoul/Frotey;LFQW;;;6,20392;47,6376
LFRB;medium_airport;Brest Bretagne Airport;325;EU;FR;FR-BRE;Brest/Guipavas;LFRB;BES;;-4,418540001;48,44789886
LFRC;medium_airport;Cherbourg-Maupertus Airport;459;EU;FR;FR-NOR;Cherbourg/Maupertus;LFRC;CER;;-1,470280051;49,65010071
LFRD;medium_airport;Dinard-Pleurtuit-Saint-Malo Airport;219;EU;FR;FR-BRE;Dinard/Pleurtuit/Saint-Malo;LFRD;DNR;;-2,079960108;48,58769989
LFRE;medium_airport;La Baule-Escoublac Airport;105;EU;FR;FR-PDL;La Baule-Escoublac;LFRE;LBY;;-2,346390009;47,28939819
LFRF;medium_airport;Granville Airport;45;EU;FR;FR-NOR;Granville;LFRF;GFR;;-1,564170003;48,8830986
LFRG;medium_airport;Deauville-Saint-Gatien Airport;479;EU;FR;FR-NOR;Deauville;LFRG;DOL;;0,154305995;49,36529922
LFRH;medium_airport;Lorient South Brittany (Bretagne Sud) Airport;160;EU;FR;FR-BRE;Lorient/Lann/BihouÃ©;LFRH;LRT;;-3,440000057;47,76060104
LFRI;medium_airport;La Roche-sur-Yon Airport;299;EU;FR;FR-PDL;La Roche-sur-Yon/Les Ajoncs;LFRI;EDM;;-1,378630042;46,70190048
LFRJ;medium_airport;Landivisiau Air Base;348;EU;FR;FR-BRE;Landivisiau;LFRJ;LDV;;-4,151639938;48,53030014
LFRK;medium_airport;Caen-Carpiquet Airport;256;EU;FR;FR-NOR;Caen/Carpiquet;LFRK;CFR;;-0,449999988;49,1733017
LFRL;medium_airport;LanvÃ©oc-Poulmic Air Base;287;EU;FR;FR-BRE;LanvÃ©oc/Poulmic;LFRL;;;-4,445020199;48,28170013
LFRM;medium_airport;Le Mans-Arnage Airport;194;EU;FR;FR-PDL;Le Mans/Arnage;LFRM;LME;;0,201666996;47,94860077
LFRN;medium_airport;Rennes-Saint-Jacques Airport;124;EU;FR;FR-BRE;Rennes/Saint-Jacques;LFRN;RNS;;-1,73479;48,0695
LFRO;medium_airport;Lannion-CÃ´te de Granit Airport;290;EU;FR;FR-BRE;Lannion;LFRO;LAI;;-3,47166;48,754398
LFRQ;medium_airport;Quimper-Cornouaille Airport;297;EU;FR;FR-BRE;Quimper/Pluguffan;LFRQ;UIP;;-4,167789936;47,97499847
LFRS;medium_airport;Nantes Atlantique Airport;90;EU;FR;FR-PDL;Nantes;LFRS;NTE;;-1,610730052;47,15319824
LFRT;medium_airport;Saint-Brieuc-Armor Airport;453;EU;FR;FR-BRE;Saint-Brieuc/Armor;LFRT;SBK;;-2,85444;48,5378
LFRU;medium_airport;Morlaix-Ploujean Airport;272;EU;FR;FR-BRE;Morlaix/Ploujean;LFRU;MXN;;-3,815779924;48,60319901
LFRV;medium_airport;Vannes-Meucon Airport;446;EU;FR;FR-BRE;Vannes/Meucon;LFRV;VNE;;-2,71855998;47,72330093
